REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Wyoming,2014,25,5,15,3061
States,Puerto Rico,2014,25,62,1,763
States,Virgin Islands,2014,25,7,1,371
States,New York City,2014,25,1538,60,96039
States,Alabama,2014,26,58,17,6278
States,Alaska,2014,26,0,2,583
States,Arizona,2014,26,126,46,19390
States,Arkansas,2014,26,1,4,661
States,California,2014,26,473,84,26802
States,Colorado,2014,26,20,5,3337
States,Connecticut,2014,26,0,3,146
States,Delaware,2014,26,0,7,1454
States,District of Columbia,2014,26,89,1,1260
States,Florida,2014,26,113,55,14012
States,Georgia,2014,26,1,13,3441
States,Hawaii,2014,26,39,14,1380
States,Idaho,2014,26,0,2,599
States,Illinois,2014,26,461,77,42528
States,Indiana,2014,26,29,23,3426
States,Iowa,2014,26,31,10,28205
States,Kansas,2014,26,1,13,2240
States,Kentucky,2014,26,0,12,21923
States,Louisiana,2014,26,404,58,38157
States,Maine,2014,26,26,27,4483
States,Maryland,2014,26,21,8,5107
States,Massachusetts,2014,26,186,31,23881
States,Michigan,2014,26,90,26,9526
States,Minnesota,2014,26,34,11,3327
States,Mississippi,2014,26,241,40,14672
States,Missouri,2014,26,1,17,2738
States,Montana,2014,26,1,8,1598
States,Nebraska,2014,26,6,8,812
States,Nevada,2014,26,79,28,14832
States,New Hampshire,2014,26,1,14,2201
States,New Jersey,2014,26,120,23,6723
States,New Mexico,2014,26,67,18,7024
States,New York,2014,26,96,128,11123
States,North Carolina,2014,26,39,18,3922
States,North Dakota,2014,26,0,4,968
States,Ohio,2014,26,23,31,8839
States,Oklahoma,2014,26,4,15,2332
States,Oregon,2014,26,1,7,1027
States,Pennsylvania,2014,26,92,29,9802
States,Rhode Island,2014,26,1,17,3946
States,South Carolina,2014,26,1,10,3739
States,South Dakota,2014,26,37,23,5173
States,Tennessee,2014,26,3,52,8235
States,Texas,2014,26,657,92,20536
States,Utah,2014,26,168,41,16685
States,Vermont,2014,26,19,6,1470
States,Virginia,2014,26,618,96,67249
States,Washington,2014,26,12,7,2617
States,West Virginia,2014,26,27,32,12461
States,Wisconsin,2014,26,9,22,2287
States,Wyoming,2014,26,4,14,3497
States,Puerto Rico,2014,26,74,1,879
States,Virgin Islands,2014,26,9,1,384
States,New York City,2014,26,1425,60,96146
States,Alabama,2014,27,46,17,5069
States,Alaska,2014,27,1,2,395
States,Arizona,2014,27,104,46,16159
States,Arkansas,2014,27,1,4,560
States,California,2014,27,405,86,22417
States,Colorado,2014,27,18,5,2543
States,Connecticut,2014,27,1,3,153
States,Delaware,2014,27,0,7,1227
States,District of Columbia,2014,27,62,1,995
States,Florida,2014,27,107,56,13306
States,Georgia,2014,27,11,20,12858
States,Hawaii,2014,27,18,14,1076
States,Idaho,2014,27,0,1,93
States,Illinois,2014,27,347,65,39641
States,Indiana,2014,27,12,25,3456
States,Iowa,2014,27,34,11,22819
States,Kansas,2014,27,2,13,2527
States,Kentucky,2014,27,4,12,19030
States,Louisiana,2014,27,423,58,32038
States,Maine,2014,27,27,26,3821
States,Maryland,2014,27,34,8,4132
States,Massachusetts,2014,27,165,30,19519
States,Michigan,2014,27,93,24,6705
States,Minnesota,2014,27,25,10,3264
States,Mississippi,2014,27,230,41,13406
States,Missouri,2014,27,1,17,2533
States,Montana,2014,27,0,8,1464
States,Nebraska,2014,27,8,8,675
States,Nevada,2014,27,93,28,13330
States,New Hampshire,2014,27,3,12,1507
States,New Jersey,2014,27,74,23,5366
States,New Mexico,2014,27,60,15,5767
States,New York,2014,27,90,128,9375
States,North Carolina,2014,27,34,18,3290
States,North Dakota,2014,27,0,4,504
States,Ohio,2014,27,23,29,7255
States,Oklahoma,2014,27,5,15,2057
States,Oregon,2014,27,4,6,849
States,Pennsylvania,2014,27,57,26,7068
States,Rhode Island,2014,27,2,17,3294
States,South Carolina,2014,27,0,8,3138
States,South Dakota,2014,27,13,23,4271
States,Tennessee,2014,27,4,52,6513
States,Texas,2014,27,544,92,28137
States,Utah,2014,27,173,41,14965
States,Vermont,2014,27,18,6,1131
States,Virginia,2014,27,665,92,61277
States,Washington,2014,27,5,7,2067
States,West Virginia,2014,27,24,33,9348
States,Wisconsin,2014,27,4,21,1915
States,Wyoming,2014,27,3,14,2870
States,Puerto Rico,2014,27,0,0,0
States,Virgin Islands,2014,27,1,1,343
States,New York City,2014,27,1274,59,90531
States,Alabama,2014,28,46,17,6318
States,Alaska,2014,28,0,2,579
States,Arizona,2014,28,130,47,19270
States,Arkansas,2014,28,3,4,702
States,California,2014,28,402,89,26914
States,Colorado,2014,28,9,6,3341
States,Connecticut,2014,28,0,2,127
States,Delaware,2014,28,0,7,1557
States,District of Columbia,2014,28,85,1,1244
States,Florida,2014,28,90,59,15140
States,Georgia,2014,28,13,20,13665
States,Hawaii,2014,28,25,15,1483
States,Idaho,2014,28,0,1,128
States,Illinois,2014,28,392,69,43607
States,Indiana,2014,28,19,24,3925
States,Iowa,2014,28,41,11,27929
States,Kansas,2014,28,5,13,2982
States,Kentucky,2014,28,2,12,20873
States,Louisiana,2014,28,400,58,33703
States,Maine,2014,28,15,22,4233
States,Maryland,2014,28,23,7,1285
States,Massachusetts,2014,28,140,28,23202
States,Michigan,2014,28,28,20,6037
States,Minnesota,2014,28,34,10,3804
States,Mississippi,2014,28,208,37,15425
States,Missouri,2014,28,1,17,2815
States,Montana,2014,28,0,8,1722
States,Nebraska,2014,28,4,9,995
States,Nevada,2014,28,62,28,14225
States,New Hampshire,2014,28,0,13,2144
States,New Jersey,2014,28,85,22,6618
States,New Mexico,2014,28,51,14,5822
States,New York,2014,28,69,129,10422
States,North Carolina,2014,28,37,17,3182
States,North Dakota,2014,28,0,4,553
States,Ohio,2014,28,19,28,8378
States,Oklahoma,2014,28,3,15,1779
States,Oregon,2014,28,5,7,1060
States,Pennsylvania,2014,28,85,29,9698
States,Rhode Island,2014,28,2,18,4307
States,South Carolina,2014,28,3,9,3328
States,South Dakota,2014,28,24,23,4948
States,Tennessee,2014,28,3,52,8381
States,Texas,2014,28,634,94,33203
States,Utah,2014,28,154,41,16875
States,Vermont,2014,28,14,6,1342
States,Virginia,2014,28,543,93,64741
States,Washington,2014,28,9,7,2417
States,West Virginia,2014,28,15,32,10652
States,Wisconsin,2014,28,3,22,2379
States,Wyoming,2014,28,2,13,3408
States,Puerto Rico,2014,28,167,2,1596
States,Virgin Islands,2014,28,6,1,321
States,New York City,2014,28,1185,60,96332
States,Alabama,2014,29,47,16,6194
States,Alaska,2014,29,4,2,564
States,Arizona,2014,29,157,47,19034
States,Arkansas,2014,29,2,4,783
States,California,2014,29,382,83,25662
States,Colorado,2014,29,12,6,2834
States,Connecticut,2014,29,0,3,142
States,Delaware,2014,29,0,7,1440
States,District of Columbia,2014,29,36,1,868
States,Florida,2014,29,79,56,14606
States,Georgia,2014,29,19,21,13318
States,Hawaii,2014,29,23,15,1428
States,Idaho,2014,29,0,1,123
States,Illinois,2014,29,351,66,42463
States,Indiana,2014,29,5,23,4141
States,Iowa,2014,29,36,11,26947
States,Kansas,2014,29,7,14,2759
States,Kentucky,2014,29,1,11,18858
States,Louisiana,2014,29,355,51,31646
States,Maine,2014,29,11,22,3895
States,Maryland,2014,29,33,8,4784
States,Massachusetts,2014,29,142,29,23614
States,Michigan,2014,29,42,25,8898
States,Minnesota,2014,29,26,9,3749
States,Mississippi,2014,29,214,40,14092
States,Missouri,2014,29,2,18,2737
States,Montana,2014,29,0,7,705
States,Nebraska,2014,29,7,9,945
States,Nevada,2014,29,60,27,14217
States,New Hampshire,2014,29,0,15,2355
States,New Jersey,2014,29,96,22,8979
States,New Mexico,2014,29,100,17,6726
States,New York,2014,29,84,129,10702
States,North Carolina,2014,29,40,16,3406
States,North Dakota,2014,29,0,4,632
States,Ohio,2014,29,18,28,8202
States,Oklahoma,2014,29,1,14,1774
States,Oregon,2014,29,3,7,1144
States,Pennsylvania,2014,29,56,28,9128
States,Rhode Island,2014,29,2,18,3995
States,South Carolina,2014,29,3,9,3484
States,South Dakota,2014,29,22,23,5157
States,Tennessee,2014,29,2,52,8697
States,Texas,2014,29,564,93,31867
States,Utah,2014,29,117,41,16550
States,Vermont,2014,29,26,6,1146
States,Virginia,2014,29,548,91,62871
States,Washington,2014,29,7,7,2640
States,West Virginia,2014,29,26,30,10461
States,Wisconsin,2014,29,12,20,2331
States,Wyoming,2014,29,2,13,2696
States,Puerto Rico,2014,29,248,2,1745
States,Virgin Islands,2014,29,6,1,346
States,New York City,2014,29,1047,58,93825
States,Alabama,2014,30,54,17,6123
States,Alaska,2014,30,0,1,43
States,Arizona,2014,30,142,47,18763
States,Arkansas,2014,30,1,4,718
States,California,2014,30,325,85,25687
States,Colorado,2014,30,7,5,3127
States,Connecticut,2014,30,0,3,147
States,Delaware,2014,30,0,7,1479
States,District of Columbia,2014,30,48,1,1246
States,Florida,2014,30,118,56,14699
States,Georgia,2014,30,13,20,13487
States,Hawaii,2014,30,24,14,1358
States,Idaho,2014,30,0,1,141
States,Illinois,2014,30,343,68,43499
States,Indiana,2014,30,8,23,4303
States,Iowa,2014,30,37,11,26781
States,Kansas,2014,30,5,13,2869
States,Kentucky,2014,30,0,11,19073
States,Louisiana,2014,30,344,60,36003
States,Maine,2014,30,30,27,4730
States,Maryland,2014,30,23,9,5514
States,Massachusetts,2014,30,135,29,23292
States,Michigan,2014,30,47,23,8638
States,Minnesota,2014,30,13,8,3181
States,Mississippi,2014,30,226,40,15891
States,Missouri,2014,30,3,18,2873
States,Montana,2014,30,0,6,1325
States,Nebraska,2014,30,7,9,890
States,Nevada,2014,30,51,26,13809
States,New Hampshire,2014,30,0,12,1820
States,New Jersey,2014,30,77,21,6206
States,New Mexico,2014,30,91,15,6333
States,New York,2014,30,69,129,10895
States,North Carolina,2014,30,29,15,3162
States,North Dakota,2014,30,1,5,734
States,Ohio,2014,30,27,29,8683
States,Oklahoma,2014,30,4,17,1973
States,Oregon,2014,30,0,6,949
States,Pennsylvania,2014,30,61,22,6556
States,Rhode Island,2014,30,2,18,4083
States,South Carolina,2014,30,0,9,3381
States,South Dakota,2014,30,34,21,4722
States,Tennessee,2014,30,2,51,8058
States,Texas,2014,30,496,89,31541
States,Utah,2014,30,184,41,15842
States,Vermont,2014,30,21,6,1382
States,Virginia,2014,30,486,91,61233
States,Washington,2014,30,6,7,2187
States,West Virginia,2014,30,18,30,10053
States,Wisconsin,2014,30,9,20,2262
States,Wyoming,2014,30,3,15,3547
States,Puerto Rico,2014,30,159,2,2053
States,Virgin Islands,2014,30,1,1,461
States,New York City,2014,30,981,58,94009
States,Alabama,2014,31,41,17,6324
States,Alaska,2014,31,1,2,650
States,Arizona,2014,31,126,47,19279
States,Arkansas,2014,31,0,4,735
States,California,2014,31,339,87,26516
States,Colorado,2014,31,10,4,2982
States,Connecticut,2014,31,1,3,147
States,Delaware,2014,31,0,7,1806
States,District of Columbia,2014,31,59,1,1625
States,Florida,2014,31,120,58,15249
States,Georgia,2014,31,22,23,18276
States,Hawaii,2014,31,11,12,1060
States,Idaho,2014,31,0,1,132
States,Illinois,2014,31,331,67,42964
States,Indiana,2014,31,23,22,4096
States,Iowa,2014,31,34,12,28224
States,Kansas,2014,31,10,13,2303
States,Kentucky,2014,31,0,11,19806
States,Louisiana,2014,31,439,58,36776
States,Maine,2014,31,33,26,4553
States,Maryland,2014,31,17,8,4918
States,Massachusetts,2014,31,110,28,22866
States,Michigan,2014,31,46,25,8991
States,Minnesota,2014,31,24,8,2832
States,Mississippi,2014,31,181,39,15605
States,Missouri,2014,31,6,18,2741
States,Montana,2014,31,0,7,1564
States,Nebraska,2014,31,7,9,929
States,Nevada,2014,31,34,28,13866
States,New Hampshire,2014,31,0,13,1997
States,New Jersey,2014,31,66,20,6086
States,New Mexico,2014,31,85,15,6225
States,New York,2014,31,83,128,10504
States,North Carolina,2014,31,28,17,3360
States,North Dakota,2014,31,1,5,765
States,Ohio,2014,31,26,30,9055
States,Oklahoma,2014,31,2,14,1807
States,Oregon,2014,31,2,6,1132
States,Pennsylvania,2014,31,92,28,9077
States,Rhode Island,2014,31,0,18,3845
States,South Carolina,2014,31,3,10,3504
States,South Dakota,2014,31,29,23,5381
States,Tennessee,2014,31,7,51,8292
States,Texas,2014,31,532,89,31548
States,Utah,2014,31,126,40,15467
States,Vermont,2014,31,24,5,1295
States,Virginia,2014,31,494,90,61519
States,Washington,2014,31,15,6,2374
States,West Virginia,2014,31,11,27,9513
States,Wisconsin,2014,31,8,21,2360
States,Wyoming,2014,31,8,14,3968
States,Puerto Rico,2014,31,250,4,3174
States,Virgin Islands,2014,31,3,1,326
States,New York City,2014,31,1022,58,93191
States,Alabama,2014,32,68,17,6666
States,Alaska,2014,32,0,2,764
States,Arizona,2014,32,134,45,18901
States,Arkansas,2014,32,2,4,678
States,California,2014,32,267,85,25258
States,Colorado,2014,32,12,5,3128
States,Connecticut,2014,32,0,2,131
States,Delaware,2014,32,0,7,1415
States,District of Columbia,2014,32,38,1,813
States,Florida,2014,32,98,54,14897
States,Georgia,2014,32,24,23,15354
States,Hawaii,2014,32,10,13,927
States,Idaho,2014,32,0,1,150
States,Illinois,2014,32,338,64,41687
States,Indiana,2014,32,24,23,4556
States,Iowa,2014,32,34,10,27241
States,Kansas,2014,32,12,13,2615
States,Kentucky,2014,32,1,10,18016
States,Louisiana,2014,32,435,63,40635
States,Maine,2014,32,33,26,4647
States,Maryland,2014,32,20,8,4422
States,Massachusetts,2014,32,112,29,22394
States,Michigan,2014,32,67,22,7215
States,Minnesota,2014,32,17,9,3554
States,Mississippi,2014,32,223,40,17248
States,Missouri,2014,32,5,18,2805
States,Montana,2014,32,0,7,1448
States,Nebraska,2014,32,6,8,648
States,Nevada,2014,32,34,28,14034
States,New Hampshire,2014,32,0,12,1878
States,New Jersey,2014,32,77,21,6146
States,New Mexico,2014,32,103,17,7269
States,New York,2014,32,60,125,10251
States,North Carolina,2014,32,36,15,3160
States,North Dakota,2014,32,0,3,522
States,Ohio,2014,32,20,29,8518
States,Oklahoma,2014,32,16,14,2116
States,Oregon,2014,32,2,6,1062
States,Pennsylvania,2014,32,41,30,9030
States,Rhode Island,2014,32,0,18,3960
States,South Carolina,2014,32,0,9,3535
States,South Dakota,2014,32,32,22,5235
States,Tennessee,2014,32,9,47,7379
States,Texas,2014,32,452,91,32757
States,Utah,2014,32,138,42,16891
States,Vermont,2014,32,20,6,1337
States,Virginia,2014,32,483,97,64181
States,Washington,2014,32,8,7,2590
States,West Virginia,2014,32,16,29,10251
States,Wisconsin,2014,32,12,23,2432
States,Wyoming,2014,32,8,15,3814
States,Puerto Rico,2014,32,180,7,4595
States,Virgin Islands,2014,32,4,1,336
States,New York City,2014,32,1013,59,93815
States,Alabama,2014,33,87,17,6747
States,Alaska,2014,33,0,2,678
States,Arizona,2014,33,150,46,20364
States,Arkansas,2014,33,1,4,798
States,California,2014,33,242,74,22892
States,Colorado,2014,33,16,5,2955
States,Connecticut,2014,33,0,3,129
States,Delaware,2014,33,0,7,1455
States,District of Columbia,2014,33,65,1,1593
States,Florida,2014,33,82,58,14700
States,Georgia,2014,33,34,23,19371
States,Hawaii,2014,33,18,13,1275
States,Idaho,2014,33,0,1,167
States,Illinois,2014,33,351,68,44070
States,Indiana,2014,33,19,21,3866
States,Iowa,2014,33,0,6,488
States,Kansas,2014,33,7,13,2802
States,Kentucky,2014,33,0,9,18505
States,Louisiana,2014,33,474,58,41373
States,Maine,2014,33,32,27,4508
States,Maryland,2014,33,21,7,1348
States,Massachusetts,2014,33,124,29,22438
States,Michigan,2014,33,58,22,7211
States,Minnesota,2014,33,36,9,3513
States,Mississippi,2014,33,300,41,16133
States,Missouri,2014,33,5,16,2774
States,Montana,2014,33,0,7,1499
States,Nebraska,2014,33,8,9,1165
States,Nevada,2014,33,47,28,14183
States,New Hampshire,2014,33,0,13,1327
States,New Jersey,2014,33,56,21,6336
States,New Mexico,2014,33,98,16,7365
States,New York,2014,33,58,123,10505
States,North Carolina,2014,33,26,16,3225
States,North Dakota,2014,33,1,3,585
States,Ohio,2014,33,20,29,8267
States,Oklahoma,2014,33,16,16,2473
States,Oregon,2014,33,1,6,1130
States,Pennsylvania,2014,33,72,30,9254
States,Rhode Island,2014,33,0,18,3754
States,South Carolina,2014,33,0,9,3677
States,South Dakota,2014,33,31,22,5632
States,Tennessee,2014,33,4,49,8781
States,Texas,2014,33,469,91,33050
States,Utah,2014,33,174,41,16239
States,Vermont,2014,33,24,6,1253
States,Virginia,2014,33,533,96,66706
States,Washington,2014,33,7,7,2397
States,West Virginia,2014,33,25,28,10484
States,Wisconsin,2014,33,3,23,2422
States,Wyoming,2014,33,2,15,4476
States,Puerto Rico,2014,33,187,6,5003
States,Virgin Islands,2014,33,4,1,380
States,New York City,2014,33,992,60,93057
States,Alabama,2014,34,111,17,7073
States,Alaska,2014,34,3,2,678
States,Arizona,2014,34,162,44,21625
States,Arkansas,2014,34,0,4,1174
States,California,2014,34,291,72,24160
States,Colorado,2014,34,18,6,3587
States,Connecticut,2014,34,0,4,415
States,Delaware,2014,34,0,7,1391
States,District of Columbia,2014,34,44,1,896
States,Florida,2014,34,88,57,15463
States,Georgia,2014,34,39,24,20995
States,Hawaii,2014,34,10,12,1766
States,Idaho,2014,34,0,1,221
States,Illinois,2014,34,410,63,41268
States,Indiana,2014,34,23,24,5778
States,Iowa,2014,34,40,9,30082
States,Kansas,2014,34,3,11,2794
States,Kentucky,2014,34,0,10,19611
States,Louisiana,2014,34,499,64,40916
States,Maine,2014,34,25,26,4020
States,Maryland,2014,34,22,8,5348
States,Massachusetts,2014,34,105,29,22407
States,Michigan,2014,34,41,22,7843
States,Minnesota,2014,34,23,9,3684
States,Mississippi,2014,34,379,39,17697
States,Missouri,2014,34,2,18,3681
States,Montana,2014,34,0,7,1875
States,Nebraska,2014,34,13,9,1071
States,Nevada,2014,34,42,28,14564
States,New Hampshire,2014,34,0,14,2159
States,New Jersey,2014,34,62,21,6259
States,New Mexico,2014,34,101,15,7175
States,New York,2014,34,50,123,11127
States,North Carolina,2014,34,32,17,3765
States,North Dakota,2014,34,0,3,503
States,Ohio,2014,34,18,28,9082
States,Oklahoma,2014,34,4,15,2088
States,Oregon,2014,34,0,6,1063
States,Pennsylvania,2014,34,68,29,9809
States,Rhode Island,2014,34,19,17,3699
States,South Carolina,2014,34,0,10,4424
States,South Dakota,2014,34,35,22,5693
States,Tennessee,2014,34,15,51,9986
States,Texas,2014,34,536,91,35231
States,Utah,2014,34,158,40,15930
States,Vermont,2014,34,20,6,1361
States,Virginia,2014,34,578,98,66302
States,Washington,2014,34,10,7,3035
States,West Virginia,2014,34,29,26,11336
States,Wisconsin,2014,34,8,22,2289
States,Wyoming,2014,34,4,13,3230
States,Puerto Rico,2014,34,234,6,5089
States,Virgin Islands,2014,34,1,1,318
States,New York City,2014,34,930,63,92944
States,Alabama,2014,35,122,16,7120
States,Alaska,2014,35,0,2,699
States,Arizona,2014,35,178,40,19470
States,Arkansas,2014,35,2,4,1381
States,California,2014,35,357,76,27133
States,Colorado,2014,35,26,6,4109
States,Connecticut,2014,35,1,4,1082
States,Delaware,2014,35,0,7,1573
States,District of Columbia,2014,35,83,1,1593
States,Florida,2014,35,140,57,18023
States,Georgia,2014,35,30,23,16962
States,Hawaii,2014,35,15,12,1131
States,Idaho,2014,35,0,1,233
States,Illinois,2014,35,362,65,42561
States,Indiana,2014,35,23,23,6233
States,Iowa,2014,35,57,10,31610
States,Kansas,2014,35,12,11,3194
States,Kentucky,2014,35,1,10,22646
States,Louisiana,2014,35,607,60,39704
States,Maine,2014,35,26,26,4444
States,Maryland,2014,35,27,7,4658
States,Massachusetts,2014,35,110,28,22481
States,Michigan,2014,35,62,23,8768
States,Minnesota,2014,35,21,8,3719
States,Mississippi,2014,35,354,38,15740
States,Missouri,2014,35,1,17,3808
States,Montana,2014,35,0,7,2005
States,Nebraska,2014,35,12,8,1093
States,Nevada,2014,35,74,28,14567
States,New Hampshire,2014,35,2,14,2265
States,New Jersey,2014,35,63,19,5047
States,New Mexico,2014,35,152,16,7580
States,New York,2014,35,66,124,12448
States,North Carolina,2014,35,31,17,4416
States,North Dakota,2014,35,0,2,198
States,Ohio,2014,35,25,27,9685
States,Oklahoma,2014,35,16,16,2616
States,Oregon,2014,35,2,6,1023
States,Pennsylvania,2014,35,74,30,10883
States,Rhode Island,2014,35,12,16,3821
States,South Carolina,2014,35,2,9,4634
States,South Dakota,2014,35,34,22,5399
States,Tennessee,2014,35,15,50,10569
States,Texas,2014,35,551,91,35898
States,Utah,2014,35,172,40,15854
States,Vermont,2014,35,17,7,1506
States,Virginia,2014,35,580,92,60246
States,Washington,2014,35,4,7,2175
States,West Virginia,2014,35,43,28,11587
States,Wisconsin,2014,35,12,22,3080
States,Wyoming,2014,35,1,12,3471
States,Puerto Rico,2014,35,374,6,5421
States,Virgin Islands,2014,35,3,1,334
States,New York City,2014,35,845,61,92184
States,Alabama,2014,36,120,17,6603
States,Alaska,2014,36,0,2,693
States,Arizona,2014,36,183,45,18287
States,Arkansas,2014,36,3,4,1237
States,California,2014,36,348,70,21986
States,Colorado,2014,36,12,6,2133
States,Connecticut,2014,36,1,5,1431
States,Delaware,2014,36,0,7,1230
States,District of Columbia,2014,36,65,1,1155
States,Florida,2014,36,139,53,14665
States,Georgia,2014,36,34,21,17816
States,Hawaii,2014,36,30,13,1292
States,Idaho,2014,36,0,1,259
States,Illinois,2014,36,559,82,47757
States,Indiana,2014,36,29,23,6115
States,Iowa,2014,36,0,4,878
States,Kansas,2014,36,14,9,2540
States,Kentucky,2014,36,0,10,16237
States,Louisiana,2014,36,701,64,43188
States,Maine,2014,36,33,26,3963
States,Maryland,2014,36,38,7,4775
States,Massachusetts,2014,36,125,29,20422
States,Michigan,2014,36,32,28,7772
States,Minnesota,2014,36,44,8,3429
States,Mississippi,2014,36,311,39,16099
States,Missouri,2014,36,2,16,2932
States,Montana,2014,36,0,7,1952
States,Nebraska,2014,36,9,7,834
States,Nevada,2014,36,57,28,13776
States,New Hampshire,2014,36,1,15,1960
States,New Jersey,2014,36,67,22,5968
States,New Mexico,2014,36,126,15,6982
States,New York,2014,36,36,124,10660
States,North Carolina,2014,36,32,16,3809
States,North Dakota,2014,36,2,1,143
States,Ohio,2014,36,34,26,8173
States,Oklahoma,2014,36,22,16,1972
States,Oregon,2014,36,0,6,863
States,Pennsylvania,2014,36,90,31,11582
States,Rhode Island,2014,36,3,17,4313
States,South Carolina,2014,36,4,10,4032
States,South Dakota,2014,36,33,22,4244
States,Tennessee,2014,36,16,48,8911
States,Texas,2014,36,583,89,30190
States,Utah,2014,36,14,13,5719
States,Vermont,2014,36,18,6,1257
States,Virginia,2014,36,700,101,67723
States,Washington,2014,36,10,7,2735
States,West Virginia,2014,36,55,29,10733
States,Wisconsin,2014,36,15,23,3256
States,Wyoming,2014,36,7,13,1906
States,Puerto Rico,2014,36,400,6,5565
States,Virgin Islands,2014,36,4,1,380
States,New York City,2014,36,889,63,94381
States,Alabama,2014,37,118,15,6720
States,Alaska,2014,37,0,2,700
States,Arizona,2014,37,220,46,22153
States,Arkansas,2014,37,3,4,1434
States,California,2014,37,481,67,25698
States,Colorado,2014,37,19,5,3302
States,Connecticut,2014,37,1,5,879
States,Delaware,2014,37,2,7,1484
States,District of Columbia,2014,37,93,1,1373
States,Florida,2014,37,154,55,17253
States,Georgia,2014,37,61,23,23302
States,Hawaii,2014,37,38,13,1499
States,Idaho,2014,37,0,1,330
States,Illinois,2014,37,984,82,52363
States,Indiana,2014,37,32,23,6599
States,Iowa,2014,37,68,9,31683
States,Kansas,2014,37,21,10,2255
States,Kentucky,2014,37,4,10,20137
States,Louisiana,2014,37,734,61,45949
States,Maine,2014,37,30,25,4277
States,Maryland,2014,37,33,6,1543
States,Massachusetts,2014,37,139,28,24154
States,Michigan,2014,37,59,31,11917
States,Minnesota,2014,37,42,8,4065
States,Mississippi,2014,37,372,39,16484
States,Missouri,2014,37,13,17,3935
States,Montana,2014,37,0,7,2202
States,Nebraska,2014,37,21,8,1111
States,Nevada,2014,37,72,27,14968
States,New Hampshire,2014,37,4,14,2239
States,New Jersey,2014,37,100,20,7724
States,New Mexico,2014,37,115,14,6401
States,New York,2014,37,91,125,14094
States,North Carolina,2014,37,40,13,3642
States,North Dakota,2014,37,0,1,131
States,Ohio,2014,37,46,30,11490
States,Oklahoma,2014,37,20,17,2878
States,Oregon,2014,37,1,5,940
States,Pennsylvania,2014,37,131,32,14091
States,Rhode Island,2014,37,1,18,5814
States,South Carolina,2014,37,5,10,5101
States,South Dakota,2014,37,37,21,4828
States,Tennessee,2014,37,20,52,11424
States,Texas,2014,37,792,89,35752
States,Utah,2014,37,272,42,18421
States,Vermont,2014,37,29,7,1535
States,Virginia,2014,37,1032,113,76139
States,Washington,2014,37,13,7,3192
States,West Virginia,2014,37,68,28,10992
States,Wisconsin,2014,37,21,23,4308
States,Wyoming,2014,37,17,15,3006
States,Puerto Rico,2014,37,394,6,5543
States,Virgin Islands,2014,37,6,1,374
States,New York City,2014,37,1061,63,96138
States,Alabama,2014,38,152,17,7148
States,Alaska,2014,38,0,2,739
States,Arizona,2014,38,245,45,21755
States,Arkansas,2014,38,3,4,1443
States,California,2014,38,487,68,26050
States,Colorado,2014,38,15,6,3248
States,Connecticut,2014,38,3,6,1803
States,Delaware,2014,38,0,7,1608
States,District of Columbia,2014,38,101,1,1207
States,Florida,2014,38,170,54,16313
States,Georgia,2014,38,39,23,20629
States,Hawaii,2014,38,45,13,1488
States,Idaho,2014,38,0,1,297
States,Illinois,2014,38,966,83,53538
States,Indiana,2014,38,34,22,5811
States,Iowa,2014,38,87,9,30032
States,Kansas,2014,38,20,9,2543
States,Kentucky,2014,38,8,10,20030
States,Louisiana,2014,38,721,62,43141
States,Maine,2014,38,61,26,4588
States,Maryland,2014,38,49,7,2380
States,Massachusetts,2014,38,138,29,24428
States,Michigan,2014,38,81,30,12162
States,Minnesota,2014,38,60,8,4205
States,Mississippi,2014,38,375,38,16227
States,Missouri,2014,38,11,17,3871
States,Montana,2014,38,0,7,2148
States,Nebraska,2014,38,15,7,1036
States,Nevada,2014,38,90,28,15415
States,New Hampshire,2014,38,2,14,2295
States,New Jersey,2014,38,137,20,7835
States,New Mexico,2014,38,138,15,6671
States,New York,2014,38,126,127,15081
States,North Carolina,2014,38,39,16,4548
States,North Dakota,2014,38,0,1,113
States,Ohio,2014,38,48,30,10756
States,Oklahoma,2014,38,35,15,2386
States,Oregon,2014,38,13,8,1332
States,Pennsylvania,2014,38,149,28,11801
States,Rhode Island,2014,38,2,17,5842
States,South Carolina,2014,38,1,10,5261
States,South Dakota,2014,38,31,21,4638
States,Tennessee,2014,38,21,49,10375
States,Texas,2014,38,784,88,34820
States,Utah,2014,38,226,41,18141
States,Vermont,2014,38,39,7,1651
States,Virginia,2014,38,1128,119,78341
States,Washington,2014,38,21,7,3376
States,West Virginia,2014,38,54,27,10626
States,Wisconsin,2014,38,28,22,4169
States,Wyoming,2014,38,17,15,2787
States,Puerto Rico,2014,38,212,6,5484
States,Virgin Islands,2014,38,9,1,388
States,New York City,2014,38,1652,62,102282
States,Alabama,2014,39,136,15,6649
States,Alaska,2014,39,4,2,699
States,Arizona,2014,39,221,45,17775
States,Arkansas,2014,39,2,4,1382
States,California,2014,39,453,66,25356
States,Colorado,2014,39,13,6,3411
States,Connecticut,2014,39,6,5,1653
States,Delaware,2014,39,2,6,1388
States,District of Columbia,2014,39,140,1,1634
States,Florida,2014,39,186,53,17336
States,Georgia,2014,39,47,21,21294
States,Hawaii,2014,39,29,12,1496
States,Idaho,2014,39,1,2,666
States,Illinois,2014,39,801,82,50115
